city,animal_id,animal_type,intake_type,sterilized,outcome_category,intake_year,intake_month,length_of_stay
Austin,A696276,Dog,Stray,Intact,Euthanized,2015,February,21.0
Austin,A696278,Dog,Stray,Intact,Euthanized,2015,February,12.0
Austin,A695578,Dog,Stray,Intact,Transferred,2015,February,103.0
Austin,A685880,Dog,Stray,Sterilized,Adopted,2015,February,16.0
Austin,A696279,Dog,Public Assist,Intact,Returned to Owner,2015,February,0.0
Austin,A688934,Dog,Stray,Intact,Returned to Owner,2015,February,0.0
Austin,A688933,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A624931,Dog,Stray,Sterilized,Returned to Owner,2015,February,7.0
Austin,A696284,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696286,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A657997,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696288,Dog,Owner Surrender,Sterilized,Returned to Owner,2015,February,1.0
Austin,A696287,Dog,Stray,Sterilized,Transferred,2015,February,7.0
Austin,A696289,Cat,Stray,Sterilized,Transferred,2015,February,0.0
Austin,A694501,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A673577,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,9.0
Austin,A696291,Dog,Stray,Intact,Adopted,2015,February,8.0
Austin,A696293,Dog,Stray,Intact,Adopted,2015,February,8.0
Austin,A696292,Dog,Owner Surrender,Sterilized,Returned to Owner,2015,February,3.0
Austin,A696294,Dog,Owner Surrender,Intact,Adopted,2015,February,2.0
Austin,A696296,Dog,Stray,Intact,Adopted,2015,February,55.0
Austin,A694918,Cat,Owner Surrender,Sterilized,Transferred,2015,February,3.0
Austin,A696299,Cat,Stray,Intact,Adopted,2015,February,13.0
Austin,A696300,Cat,Stray,Intact,Adopted,2015,February,28.0
Austin,A696301,Cat,Stray,Intact,Adopted,2015,February,13.0
Austin,A696302,Cat,Stray,Intact,Adopted,2015,February,13.0
Austin,A696304,Dog,Stray,Intact,Adopted,2015,February,39.0
Austin,A279045,Cat,Public Assist,Sterilized,Returned to Owner,2015,February,10.0
Austin,A696317,Dog,Owner Surrender,Intact,Adopted,2015,February,6.0
Austin,A696318,Cat,Owner Surrender,Sterilized,Adopted,2015,February,17.0
Austin,A696320,Cat,Stray,Sterilized,Transferred,2015,February,3.0
Austin,A696319,Dog,Stray,Sterilized,Euthanized,2015,February,2.0
Austin,A696324,Dog,Stray,Sterilized,Returned to Owner,2015,February,1.0
Austin,A696325,Dog,Stray,Sterilized,Adopted,2015,February,3.0
Austin,A696326,Cat,Stray,Sterilized,Transferred,2015,February,12.0
Austin,A696328,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696336,Dog,Stray,Unknown,Transferred,2015,February,3.0
Austin,A696335,Dog,Stray,Unknown,Transferred,2015,February,3.0
Austin,A696333,Dog,Stray,Unknown,Transferred,2015,February,3.0
Austin,A696332,Dog,Stray,Unknown,Transferred,2015,February,3.0
Austin,A696331,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A651249,Dog,Owner Surrender,Sterilized,Euthanized,2015,February,3.0
Austin,A696340,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696341,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696342,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696343,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696344,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696345,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696346,Dog,Stray,Intact,Transferred,2015,February,5.0
Austin,A696347,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696348,Dog,Stray,Intact,Transferred,2015,February,6.0
Austin,A696349,Dog,Stray,Intact,Adopted,2015,February,12.0
Austin,A696351,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A696350,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A669971,Dog,Owner Surrender,Sterilized,Adopted,2015,February,20.0
Austin,A696362,Dog,Stray,Intact,Adopted,2015,February,26.0
Austin,A696363,Dog,Stray,Intact,Adopted,2015,February,11.0
Austin,A696352,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696354,Cat,Stray,Sterilized,Adopted,2015,February,4.0
Austin,A696357,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696358,Cat,Owner Surrender,Sterilized,Transferred,2015,February,7.0
Austin,A694682,Cat,Owner Surrender,Sterilized,Adopted,2015,February,0.0
Austin,A696361,Dog,Owner Surrender,Sterilized,Adopted,2015,February,8.0
Austin,A696366,Cat,Stray,Intact,Euthanized,2015,February,0.0
Austin,A696367,Dog,Stray,Intact,Adopted,2015,February,8.0
Austin,A696368,Dog,Owner Surrender,Sterilized,Returned to Owner,2015,February,1.0
Austin,A642867,Cat,Stray,Sterilized,Euthanized,2015,February,2.0
Austin,A696370,Cat,Owner Surrender,Sterilized,Transferred,2015,February,2.0
Austin,A696369,Cat,Owner Surrender,Sterilized,Transferred,2015,February,2.0
Austin,A696371,Cat,Stray,Sterilized,Transferred,2015,February,0.0
Austin,A449703,Cat,Owner Surrender,Sterilized,Adopted,2015,February,1.0
Austin,A449270,Cat,Owner Surrender,Sterilized,Adopted,2015,February,1.0
Austin,A696382,Dog,Stray,Intact,Adopted,2015,February,178.0
Austin,A696386,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696385,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A646237,Cat,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696388,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696373,Cat,Stray,Sterilized,Returned to Owner,2015,February,9.0
Austin,A696391,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A677919,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A677918,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A659526,Dog,Stray,Sterilized,Returned to Owner,2015,February,2.0
Austin,A696393,Dog,Owner Surrender,Sterilized,Transferred,2015,February,4.0
Austin,A696394,Dog,Owner Surrender,Intact,Adopted,2015,February,45.0
Austin,A696396,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696397,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A627189,Dog,Stray,Sterilized,Transferred,2015,February,6.0
Austin,A632822,Dog,Owner Surrender,Sterilized,Adopted,2015,February,38.0
Austin,A682547,Cat,Owner Surrender,Sterilized,Adopted,2015,February,9.0
Austin,A696404,Dog,Stray,Intact,Transferred,2015,February,5.0
Austin,A696405,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A696406,Dog,Stray,Intact,Transferred,2015,February,20.0
Austin,A696407,Dog,Stray,Intact,Adopted,2015,February,8.0
Austin,A696408,Dog,Stray,Intact,Adopted,2015,February,112.0
Austin,A696400,Cat,Stray,Intact,Adopted,2015,February,4.0
Austin,A696409,Cat,Stray,Intact,Adopted,2015,February,5.0
Austin,A696410,Cat,Stray,Intact,Transferred,2015,February,6.0
Austin,A696411,Cat,Stray,Intact,Adopted,2015,February,6.0
Austin,A696231,Cat,Owner Surrender,Sterilized,Adopted,2015,February,3.0
Austin,A696412,Cat,Stray,Intact,Adopted,2015,February,6.0
Austin,A696413,Cat,Stray,Sterilized,Transferred,2015,February,0.0
Austin,A696414,Cat,Owner Surrender,Sterilized,Transferred,2015,February,1.0
Austin,A696416,Dog,Stray,Sterilized,Adopted,2015,February,4.0
Austin,A696415,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696390,Dog,Public Assist,Intact,Euthanized,2015,February,14.0
Austin,A696419,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A696418,Dog,Owner Surrender,Sterilized,Adopted,2015,February,10.0
Austin,A696424,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696431,Dog,Stray,Intact,Adopted,2015,February,52.0
Austin,A696438,Dog,Stray,Intact,Returned to Owner,2015,February,3.0
Austin,A696441,Dog,Stray,Intact,Adopted,2015,February,8.0
Austin,A696439,Dog,Stray,Intact,Transferred,2015,February,6.0
Austin,A682587,Dog,Stray,Sterilized,Returned to Owner,2015,February,1.0
Austin,A663553,Cat,Owner Surrender,Sterilized,Adopted,2015,February,0.0
Austin,A662672,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,10.0
Austin,A696399,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,10.0
Austin,A696444,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A502862,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,9.0
Austin,A693757,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696445,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A696446,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A696447,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A696448,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696449,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696451,Dog,Stray,Intact,Euthanized,2015,February,0.0
Austin,A696454,Dog,Stray,Intact,Euthanized,2015,February,14.0
Austin,A691471,Dog,Owner Surrender,Intact,Transferred,2015,February,10.0
Austin,A696469,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696479,Cat,Stray,Intact,Adopted,2015,February,9.0
Austin,A691838,Dog,Stray,Sterilized,Euthanized,2015,February,4.0
Austin,A696472,Cat,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696473,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A696475,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696477,Dog,Owner Surrender,Sterilized,Adopted,2015,February,5.0
Austin,A696478,Dog,Other,Intact,Euthanized,2015,February,0.0
Austin,A696480,Dog,Owner Surrender,Intact,Adopted,2015,February,3.0
Austin,A696481,Dog,Stray,Intact,Transferred,2015,February,4.0
Austin,A696058,Dog,Owner Surrender,Sterilized,Adopted,2015,February,8.0
Austin,A696482,Dog,Stray,Intact,Transferred,2015,February,4.0
Austin,A696485,Dog,Stray,Sterilized,Adopted,2015,February,6.0
Austin,A693913,Dog,Owner Surrender,Sterilized,Transferred,2015,February,7.0
Austin,A681268,Cat,Stray,Intact,Adopted,2015,February,37.0
Austin,A682417,Cat,Stray,Sterilized,Adopted,2015,February,16.0
Austin,A696493,Dog,Owner Surrender,Sterilized,Adopted,2015,February,30.0
Austin,A539485,Dog,Stray,Sterilized,Euthanized,2015,February,37.0
Austin,A694785,Dog,Owner Surrender,Sterilized,Transferred,2015,February,5.0
Austin,A696495,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A693856,Dog,Stray,Sterilized,Euthanized,2015,February,7.0
Austin,A696497,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A512158,Cat,Stray,Sterilized,Adopted,2015,February,13.0
Austin,A610320,Cat,Stray,Sterilized,Adopted,2015,February,5.0
Austin,A693695,Dog,Stray,Sterilized,Adopted,2015,February,6.0
Austin,A695967,Cat,Owner Surrender,Sterilized,Adopted,2015,February,0.0
Austin,A696508,Dog,Stray,Intact,Returned to Owner,2015,February,1.0
Austin,A696511,Dog,Stray,Intact,Adopted,2015,February,93.0
Austin,A696510,Dog,Owner Surrender,Sterilized,Adopted,2015,February,1.0
Austin,A696512,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A358697,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,6.0
Austin,A696513,Dog,Owner Surrender,Intact,Transferred,2015,February,6.0
Austin,A658734,Dog,Public Assist,Sterilized,Adopted,2015,February,15.0
Austin,A696516,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A639939,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,3.0
Austin,A696515,Dog,Stray,Sterilized,Returned to Owner,2015,February,1.0
Austin,A696517,Cat,Stray,Intact,Euthanized,2015,February,0.0
Austin,A695728,Dog,Owner Surrender,Sterilized,Adopted,2015,February,9.0
Austin,A696520,Dog,Stray,Intact,Euthanized,2015,February,54.0
Austin,A696522,Cat,Owner Surrender,Sterilized,Adopted,2015,February,1.0
Austin,A676680,Dog,Owner Surrender,Sterilized,Euthanized,2015,February,0.0
Austin,A696523,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696524,Dog,Stray,Intact,Adopted,2015,February,15.0
Austin,A696527,Cat,Stray,Intact,Euthanized,2015,February,0.0
Austin,A696528,Dog,Stray,Sterilized,Adopted,2015,February,109.0
Austin,A696529,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A681167,Dog,Owner Surrender,Sterilized,Adopted,2015,February,2.0
Austin,A696530,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696531,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696539,Dog,Stray,Intact,Adopted,2015,February,7.0
Austin,A696538,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696534,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696533,Dog,Stray,Intact,Adopted,2015,February,8.0
Austin,A696535,Dog,Stray,Intact,Adopted,2015,February,14.0
Austin,A696536,Dog,Stray,Intact,Transferred,2015,February,8.0
Austin,A696540,Dog,Stray,Intact,Euthanized,2015,February,65.0
Austin,A696541,Dog,Stray,Intact,Euthanized,2015,February,44.0
Austin,A649522,Dog,Stray,Intact,Returned to Owner,2015,February,0.0
Austin,A696544,Dog,Stray,Intact,Adopted,2015,February,25.0
Austin,A696552,Dog,Stray,Intact,Adopted,2015,February,21.0
Austin,A515049,Dog,Owner Surrender,Sterilized,Adopted,2015,February,29.0
Austin,A696553,Dog,Stray,Intact,Returned to Owner,2015,February,2.0
Austin,A696554,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696555,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A688999,Dog,Stray,Sterilized,Transferred,2015,February,5.0
Austin,A696556,Dog,Owner Surrender,Intact,Transferred,2015,February,3.0
Austin,A696557,Dog,Owner Surrender,Intact,Transferred,2015,February,3.0
Austin,A696559,Dog,Owner Surrender,Intact,Adopted,2015,February,1.0
Austin,A696560,Dog,Owner Surrender,Intact,Adopted,2015,February,1.0
Austin,A696561,Dog,Owner Surrender,Intact,Adopted,2015,February,1.0
Austin,A696562,Dog,Owner Surrender,Intact,Adopted,2015,February,1.0
Austin,A515677,Dog,Stray,Sterilized,Transferred,2015,February,7.0
Austin,A695991,Dog,Owner Surrender,Sterilized,Adopted,2015,February,0.0
Austin,A696563,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696565,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696566,Cat,Stray,Intact,Transferred,2015,February,5.0
Austin,A696567,Cat,Stray,Intact,Adopted,2015,February,5.0
Austin,A655578,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,11.0
Austin,A695600,Dog,Other,Sterilized,Transferred,2015,February,1.0
Austin,A696568,Dog,Stray,Intact,Adopted,2015,February,7.0
Austin,A696569,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696570,Cat,Stray,Intact,Adopted,2015,February,5.0
Austin,A696571,Dog,Stray,Intact,Transferred,2015,February,5.0
Austin,A696573,Dog,Owner Surrender,Intact,Adopted,2015,February,1.0
Austin,A696572,Dog,Stray,Intact,Adopted,2015,February,129.0
Austin,A694501,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696575,Cat,Owner Surrender,Sterilized,Adopted,2015,February,79.0
Austin,A696576,Cat,Owner Surrender,Sterilized,Adopted,2015,February,25.0
Austin,A696577,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A696579,Dog,Stray,Intact,Adopted,2015,February,9.0
Austin,A696581,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696582,Dog,Stray,Intact,Returned to Owner,2015,February,8.0
Austin,A696580,Dog,Stray,Intact,Returned to Owner,2015,February,1.0
Austin,A696587,Cat,Owner Surrender,Intact,Transferred,2015,February,0.0
Austin,A696586,Dog,Owner Surrender,Intact,Adopted,2015,February,6.0
Austin,A696589,Dog,Stray,Sterilized,Adopted,2015,February,8.0
Austin,A693266,Dog,Owner Surrender,Sterilized,Adopted,2015,February,0.0
Austin,A696594,Dog,Stray,Intact,Adopted,2015,February,3.0
Austin,A696595,Dog,Stray,Intact,Transferred,2015,February,4.0
Austin,A696596,Dog,Stray,Intact,Returned to Owner,2015,February,1.0
Austin,A696597,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696598,Cat,Stray,Intact,Euthanized,2015,February,0.0
Austin,A696599,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696600,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696601,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696602,Cat,Stray,Sterilized,Transferred,2015,February,0.0
Austin,A696603,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696502,Dog,Owner Surrender,Intact,Euthanized,2015,February,0.0
Austin,A696605,Dog,Public Assist,Intact,Adopted,2015,February,63.0
Austin,A696606,Dog,Public Assist,Intact,Adopted,2015,February,63.0
Austin,A696607,Dog,Public Assist,Intact,Adopted,2015,February,39.0
Austin,A696610,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696608,Dog,Stray,Intact,Returned to Owner,2015,February,2.0
Austin,A696609,Dog,Stray,Intact,Returned to Owner,2015,February,2.0
Austin,A696611,Dog,Owner Surrender,Intact,Adopted,2015,February,2.0
Austin,A672197,Dog,Public Assist,Intact,Returned to Owner,2015,February,6.0
Austin,A613553,Dog,Other,Sterilized,Euthanized,2015,February,0.0
Austin,A696612,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A694429,Dog,Owner Surrender,Sterilized,Adopted,2015,February,78.0
Austin,A696613,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696614,Dog,Stray,Intact,Adopted,2015,February,13.0
Austin,A696615,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A696618,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696622,Dog,Stray,Intact,Returned to Owner,2015,February,2.0
Austin,A696623,Dog,Stray,Intact,Adopted,2015,February,7.0
Austin,A696624,Cat,Stray,Intact,Adopted,2015,February,6.0
Austin,A696625,Dog,Stray,Sterilized,Returned to Owner,2015,February,2.0
Austin,A696629,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696628,Cat,Stray,Intact,Euthanized,2015,February,0.0
Austin,A531069,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696632,Dog,Stray,Intact,Returned to Owner,2015,February,0.0
Austin,A696631,Dog,Stray,Intact,Returned to Owner,2015,February,0.0
Austin,A696637,Dog,Stray,Intact,Transferred,2015,February,4.0
Austin,A696638,Dog,Stray,Intact,Adopted,2015,February,48.0
Austin,A692394,Dog,Stray,Sterilized,Returned to Owner,2015,February,2.0
Austin,A696639,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696641,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696646,Dog,Owner Surrender,Sterilized,Adopted,2015,February,52.0
Austin,A696647,Cat,Stray,Intact,Transferred,2015,February,21.0
Austin,A696648,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A696650,Dog,Stray,Intact,Transferred,2015,February,2.0
Austin,A696651,Cat,Owner Surrender,Intact,Adopted,2015,February,17.0
Austin,A664702,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,0.0
Austin,A640993,Cat,Stray,Sterilized,Transferred,2015,February,6.0
Austin,A696590,Dog,Stray,Intact,Returned to Owner,2015,February,13.0
Austin,A696652,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696653,Dog,Stray,Intact,Adopted,2015,February,15.0
Austin,A696654,Dog,Stray,Intact,Adopted,2015,February,5.0
Austin,A696480,Dog,Owner Surrender,Sterilized,Adopted,2015,February,3.0
Austin,A696657,Dog,Stray,Sterilized,Transferred,2015,February,16.0
Austin,A692194,Dog,Owner Surrender,Sterilized,Transferred,2015,February,22.0
Austin,A696666,Dog,Stray,Intact,Transferred,2015,February,9.0
Austin,A696665,Dog,Stray,Intact,Transferred,2015,February,9.0
Austin,A681167,Dog,Owner Surrender,Sterilized,Adopted,2015,February,3.0
Austin,A696667,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696669,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A696668,Dog,Stray,Intact,Adopted,2015,February,7.0
Austin,A696671,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A617707,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A602944,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696682,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696681,Dog,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696683,Dog,Stray,Intact,Euthanized,2015,February,2.0
Austin,A667240,Dog,Stray,Sterilized,Other,2015,February,15.0
Austin,A696688,Cat,Owner Surrender,Sterilized,Adopted,2015,February,44.0
Austin,A696688,Cat,Owner Surrender,Sterilized,Adopted,2015,February,44.0
Austin,A696689,Cat,Owner Surrender,Sterilized,Adopted,2015,February,154.0
Austin,A696692,Cat,Owner Surrender,Sterilized,Adopted,2015,February,138.0
Austin,A695427,Cat,Stray,Sterilized,Adopted,2015,February,11.0
Austin,A696695,Dog,Owner Surrender,Intact,Adopted,2015,February,4.0
Austin,A696696,Dog,Stray,Intact,Returned to Owner,2015,February,0.0
Austin,A672555,Dog,Owner Surrender,Sterilized,Adopted,2015,February,12.0
Austin,A617900,Dog,Stray,Intact,Returned to Owner,2015,February,0.0
Austin,A696704,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696702,Dog,Stray,Intact,Adopted,2015,February,247.0
Austin,A696701,Dog,Stray,Intact,Transferred,2015,February,4.0
Austin,A672931,Dog,Stray,Sterilized,Adopted,2015,February,115.0
Austin,A696705,Cat,Stray,Sterilized,Euthanized,2015,February,0.0
Austin,A696706,Dog,Stray,Intact,Transferred,2015,February,2.0
Austin,A696708,Cat,Owner Surrender,Sterilized,Euthanized,2015,February,0.0
Austin,A696709,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696714,Cat,Stray,Intact,Returned to Owner,2015,February,6.0
Austin,A696715,Dog,Stray,Intact,Adopted,2015,February,10.0
Austin,A696717,Dog,Owner Surrender,Sterilized,Adopted,2015,February,2.0
Austin,A696718,Dog,Owner Surrender,Sterilized,Adopted,2015,February,9.0
Austin,A696716,Cat,Stray,Sterilized,Adopted,2015,February,109.0
Austin,A696661,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,10.0
Austin,A691943,Cat,Owner Surrender,Sterilized,Adopted,2015,February,2.0
Austin,A650538,Dog,Stray,Intact,Returned to Owner,2015,February,2.0
Austin,A695927,Dog,Owner Surrender,Intact,Adopted,2015,February,2.0
Austin,A694573,Dog,Stray,Sterilized,Adopted,2015,February,11.0
Austin,A696721,Cat,Stray,Intact,Euthanized,2015,February,0.0
Austin,A696726,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A696725,Dog,Stray,Intact,Adopted,2015,February,3.0
Austin,A696731,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696770,Dog,Stray,Sterilized,Returned to Owner,2015,February,1.0
Austin,A696734,Dog,Stray,Intact,Transferred,2015,February,7.0
Austin,A696735,Cat,Stray,Intact,Euthanized,2015,February,0.0
Austin,A696736,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696737,Dog,Stray,Sterilized,Adopted,2015,February,4.0
Austin,A696738,Dog,Public Assist,Intact,Returned to Owner,2015,February,1.0
Austin,A696419,Dog,Owner Surrender,Sterilized,Adopted,2015,February,1.0
Austin,A696740,Dog,Stray,Intact,Adopted,2015,February,21.0
Austin,A696741,Dog,Stray,Intact,Adopted,2015,February,31.0
Austin,A696742,Dog,Stray,Intact,Returned to Owner,2015,February,5.0
Austin,A696743,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696744,Dog,Stray,Intact,Adopted,2015,February,173.0
Austin,A696746,Cat,Owner Surrender,Sterilized,Adopted,2015,February,355.0
Austin,A696693,Dog,Owner Surrender,Intact,Adopted,2015,February,4.0
Austin,A696690,Dog,Owner Surrender,Sterilized,Returned to Owner,2015,February,2.0
Austin,A696691,Dog,Owner Surrender,Sterilized,Returned to Owner,2015,February,2.0
Austin,A696749,Dog,Stray,Sterilized,Adopted,2015,February,3.0
Austin,A674381,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,7.0
Austin,A696750,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696751,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696752,Dog,Stray,Intact,Euthanized,2015,February,0.0
Austin,A693583,Cat,Owner Surrender,Intact,Adopted,2015,February,1.0
Austin,A696105,Dog,Owner Surrender,Sterilized,Adopted,2015,February,1.0
Austin,A696500,Dog,Stray,Intact,Transferred,2015,February,3.0
Austin,A696501,Dog,Stray,Intact,Transferred,2015,February,96.0
Austin,A696498,Dog,Stray,Intact,Adopted,2015,February,6.0
Austin,A696754,Dog,Stray,Intact,Adopted,2015,February,17.0
Austin,A696755,Dog,Stray,Intact,Adopted,2015,February,17.0
Austin,A696757,Dog,Stray,Intact,Returned to Owner,2015,February,0.0
Austin,A696760,Dog,Other,Sterilized,Euthanized,2015,February,0.0
Austin,A696761,Dog,Stray,Sterilized,Adopted,2015,February,7.0
Austin,A696655,Dog,Public Assist,Intact,Returned to Owner,2015,February,7.0
Austin,A692083,Dog,Owner Surrender,Sterilized,Adopted,2015,February,1.0
Austin,A691436,Dog,Owner Surrender,Sterilized,Adopted,2015,February,4.0
Austin,A696745,Dog,Public Assist,Sterilized,Returned to Owner,2015,February,5.0
Austin,A696764,Dog,Stray,Intact,Adopted,2015,February,19.0
Austin,A696765,Dog,Stray,Intact,Transferred,2015,February,4.0
Austin,A694880,Dog,Owner Surrender,Sterilized,Euthanized,2015,February,66.0
Austin,A695732,Cat,Stray,Sterilized,Adopted,2015,February,4.0
Austin,A696767,Dog,Stray,Intact,Returned to Owner,2015,February,1.0
Austin,A696723,Dog,Public Assist,Intact,Returned to Owner,2015,February,10.0
Austin,A696769,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696771,Cat,Stray,Intact,Transferred,2015,February,1.0
Austin,A696776,Dog,Stray,Sterilized,Returned to Owner,2015,February,0.0
Austin,A696777,Cat,Stray,Intact,Adopted,2015,February,4.0
Austin,A674305,Dog,Stray,Sterilized,Adopted,2015,February,17.0
Austin,A688420,Dog,Owner Surrender,Sterilized,Returned to Owner,2015,February,7.0
Austin,A696779,Dog,Stray,Intact,Transferred,2015,February,7.0
Austin,A696780,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696786,Dog,Stray,Intact,Adopted,2015,February,4.0
Austin,A696782,Cat,Stray,Intact,Adopted,2015,February,28.0
Austin,A696783,Cat,Stray,Intact,Adopted,2015,February,28.0
Austin,A696781,Cat,Stray,Intact,Adopted,2015,February,42.0
Austin,A696784,Cat,Stray,Intact,Transferred,2015,February,0.0
Austin,A696785,Cat,Stray,Unknown,Transferred,2015,February,0.0
Austin,A696788,Dog,Stray,Intact,Adopted,2015,February,79.0
Austin,A696205,Cat,Owner Surrender,Sterilized,Transferred,2015,February,0.0
Austin,A695947,Dog,Owner Surrender,Sterilized,Adopted,2015,February,10.0
Austin,A691335,Dog,Public Assist,Sterilized,Adopted,2015,February,26.0
