city,animal_id,animal_type,intake_type,sterilized,outcome_category,intake_year,intake_month,length_of_stay
Austin,A521520,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664235,Cat,Stray,Unknown,Transferred,2013,October,0.0
Austin,A664236,Cat,Stray,Unknown,Transferred,2013,October,0.0
Austin,A664237,Cat,Stray,Unknown,Transferred,2013,October,0.0
Austin,A664233,Dog,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664238,Cat,Stray,Unknown,Euthanized,2013,October,0.0
Austin,A664234,Dog,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664256,Cat,Owner Surrender,Sterilized,Transferred,2013,October,9.0
Austin,A664257,Dog,Stray,Intact,Adopted,2013,October,23.0
Austin,A664266,Dog,Stray,Intact,Transferred,2013,October,4.0
Austin,A664258,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A648744,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664260,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664261,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A651630,Dog,Owner Surrender,Sterilized,Adopted,2013,October,91.0
Austin,A664259,Dog,Stray,Intact,Euthanized,2013,October,16.0
Austin,A664269,Dog,Stray,Sterilized,Adopted,2013,October,18.0
Austin,A664262,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664263,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664265,Cat,Stray,Intact,Adopted,2013,October,11.0
Austin,A664264,Cat,Stray,Intact,Adopted,2013,October,13.0
Austin,A664267,Dog,Stray,Intact,Returned to Owner,2013,October,7.0
Austin,A664268,Cat,Stray,Intact,Adopted,2013,October,34.0
Austin,A664271,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664272,Dog,Stray,Sterilized,Transferred,2013,October,46.0
Austin,A664273,Dog,Stray,Intact,Adopted,2013,October,12.0
Austin,A639030,Dog,Stray,Sterilized,Returned to Owner,2013,October,1.0
Austin,A664253,Dog,Public Assist,Sterilized,Returned to Owner,2013,October,6.0
Austin,A658012,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664274,Dog,Owner Surrender,Intact,Adopted,2013,October,10.0
Austin,A636021,Dog,Public Assist,Sterilized,Returned to Owner,2013,October,10.0
Austin,A664275,Dog,Stray,Intact,Adopted,2013,October,12.0
Austin,A664277,Dog,Stray,Intact,Adopted,2013,October,8.0
Austin,A664280,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A660220,Dog,Other,Sterilized,Adopted,2013,October,79.0
Austin,A634503,Dog,Owner Surrender,Sterilized,Adopted,2013,October,0.0
Austin,A664282,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664281,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664285,Cat,Stray,Intact,Other,2013,October,0.0
Austin,A664283,Cat,Stray,Intact,Adopted,2013,October,12.0
Austin,A664284,Cat,Stray,Intact,Other,2013,October,0.0
Austin,A664286,Dog,Stray,Intact,Adopted,2013,October,6.0
Austin,A664287,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664288,Cat,Stray,Intact,Euthanized,2013,October,0.0
Austin,A659642,Dog,Owner Surrender,Sterilized,Transferred,2013,October,8.0
Austin,A664296,Cat,Stray,Intact,Transferred,2013,October,10.0
Austin,A664289,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664292,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664293,Cat,Stray,Intact,Transferred,2013,October,10.0
Austin,A664294,Cat,Stray,Intact,Transferred,2013,October,10.0
Austin,A664295,Cat,Stray,Intact,Transferred,2013,October,10.0
Austin,A664297,Cat,Stray,Intact,Transferred,2013,October,10.0
Austin,A664298,Cat,Stray,Intact,Transferred,2013,October,10.0
Austin,A664302,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664303,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664304,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664291,Cat,Stray,Intact,Adopted,2013,October,75.0
Austin,A664290,Cat,Stray,Intact,Adopted,2013,October,67.0
Austin,A664308,Dog,Stray,Intact,Returned to Owner,2013,October,1.0
Austin,A664307,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664306,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664299,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664301,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664300,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664305,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664309,Dog,Stray,Intact,Transferred,2013,October,15.0
Austin,A646850,Dog,Owner Surrender,Sterilized,Adopted,2013,October,18.0
Austin,A664310,Cat,Owner Surrender,Sterilized,Transferred,2013,October,59.0
Austin,A664313,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A659035,Dog,Owner Surrender,Sterilized,Adopted,2013,October,18.0
Austin,A477934,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A645345,Dog,Owner Surrender,Sterilized,Transferred,2013,October,18.0
Austin,A664319,Dog,Owner Surrender,Intact,Transferred,2013,October,2.0
Austin,A664321,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664322,Cat,Stray,Intact,Adopted,2013,October,45.0
Austin,A656387,Dog,Owner Surrender,Sterilized,Returned to Owner,2013,October,10.0
Austin,A664326,Dog,Stray,Intact,Euthanized,2013,October,22.0
Austin,A609552,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664329,Cat,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664335,Cat,Owner Surrender,Intact,Adopted,2013,October,81.0
Austin,A664338,Cat,Owner Surrender,Intact,Transferred,2013,October,83.0
Austin,A664339,Cat,Owner Surrender,Intact,Transferred,2013,October,83.0
Austin,A664340,Cat,Owner Surrender,Intact,Adopted,2013,October,83.0
Austin,A664336,Cat,Stray,Intact,Adopted,2013,October,6.0
Austin,A664337,Cat,Stray,Intact,Adopted,2013,October,6.0
Austin,A614012,Cat,Owner Surrender,Sterilized,Adopted,2013,October,101.0
Austin,A664341,Dog,Stray,Intact,Adopted,2013,October,11.0
Austin,A664342,Dog,Stray,Intact,Transferred,2013,October,15.0
Austin,A664348,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664344,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664345,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664346,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664347,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664349,Dog,Stray,Intact,Adopted,2013,October,44.0
Austin,A594707,Dog,Public Assist,Sterilized,Returned to Owner,2013,October,12.0
Austin,A664350,Dog,Stray,Sterilized,Returned to Owner,2013,October,1.0
Austin,A664352,Dog,Stray,Intact,Transferred,2013,October,8.0
Austin,A664354,Dog,Stray,Intact,Adopted,2013,October,18.0
Austin,A664353,Dog,Stray,Intact,Adopted,2013,October,12.0
Austin,A664355,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664356,Dog,Owner Surrender,Intact,Transferred,2013,October,1.0
Austin,A663673,Dog,Owner Surrender,Intact,Transferred,2013,October,44.0
Austin,A664359,Dog,Stray,Intact,Adopted,2013,October,11.0
Austin,A664361,Dog,Stray,Intact,Adopted,2013,October,13.0
Austin,A664362,Dog,Stray,Sterilized,Adopted,2013,October,63.0
Austin,A664363,Dog,Stray,Intact,Adopted,2013,October,10.0
Austin,A656761,Dog,Public Assist,Intact,Euthanized,2013,October,15.0
Austin,A664368,Dog,Stray,Intact,Returned to Owner,2013,October,0.0
Austin,A664370,Cat,Owner Surrender,Intact,Adopted,2013,October,9.0
Austin,A664372,Cat,Stray,Intact,Transferred,2013,October,7.0
Austin,A664373,Cat,Stray,Intact,Transferred,2013,October,7.0
Austin,A664375,Dog,Public Assist,Intact,Returned to Owner,2013,October,9.0
Austin,A664377,Dog,Stray,Intact,Adopted,2013,October,150.0
Austin,A653703,Dog,Stray,Sterilized,Adopted,2013,October,14.0
Austin,A663177,Dog,Owner Surrender,Sterilized,Returned to Owner,2013,October,1.0
Austin,A664378,Dog,Stray,Sterilized,Returned to Owner,2013,October,3.0
Austin,A664379,Dog,Stray,Intact,Returned to Owner,2013,October,3.0
Austin,A664380,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664382,Dog,Stray,Intact,Adopted,2013,October,4.0
Austin,A657832,Dog,Owner Surrender,Sterilized,Transferred,2013,October,16.0
Austin,A664387,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664388,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664386,Cat,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664391,Dog,Stray,Intact,Adopted,2013,October,21.0
Austin,A651982,Dog,Public Assist,Sterilized,Returned to Owner,2013,October,9.0
Austin,A664392,Cat,Owner Surrender,Sterilized,Transferred,2013,October,2.0
Austin,A664395,Cat,Stray,Intact,Adopted,2013,October,45.0
Austin,A664399,Cat,Stray,Intact,Adopted,2013,October,37.0
Austin,A664421,Dog,Stray,Intact,Transferred,2013,October,6.0
Austin,A664425,Dog,Public Assist,Intact,Adopted,2013,October,6.0
Austin,A664426,Dog,Public Assist,Intact,Adopted,2013,October,6.0
Austin,A664424,Dog,Stray,Sterilized,Returned to Owner,2013,October,1.0
Austin,A664428,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664432,Dog,Stray,Intact,Transferred,2013,October,9.0
Austin,A664434,Dog,Public Assist,Intact,Adopted,2013,October,5.0
Austin,A664435,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664436,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664437,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664439,Dog,Stray,Intact,Adopted,2013,October,7.0
Austin,A664440,Cat,Stray,Intact,Adopted,2013,October,16.0
Austin,A664441,Cat,Stray,Intact,Adopted,2013,October,16.0
Austin,A664442,Cat,Stray,Intact,Adopted,2013,October,17.0
Austin,A664443,Cat,Stray,Intact,Adopted,2013,October,16.0
Austin,A664444,Cat,Stray,Intact,Adopted,2013,October,14.0
Austin,A627854,Dog,Stray,Intact,Returned to Owner,2013,October,2.0
Austin,A664446,Cat,Stray,Intact,Adopted,2013,October,163.0
Austin,A664448,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664450,Dog,Owner Surrender,Intact,Transferred,2013,October,1.0
Austin,A664449,Dog,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A663948,Cat,Public Assist,Intact,Returned to Owner,2013,October,5.0
Austin,A648134,Dog,Stray,Sterilized,Adopted,2013,October,36.0
Austin,A625774,Dog,Stray,Sterilized,Returned to Owner,2013,October,1.0
Austin,A664454,Dog,Stray,Intact,Adopted,2013,October,9.0
Austin,A664455,Dog,Stray,Intact,Adopted,2013,October,4.0
Austin,A664456,Dog,Stray,Intact,Adopted,2013,October,9.0
Austin,A664458,Dog,Public Assist,Intact,Transferred,2013,October,10.0
Austin,A664459,Cat,Other,Sterilized,Euthanized,2013,October,0.0
Austin,A200922,Dog,Owner Surrender,Sterilized,Adopted,2013,October,49.0
Austin,A664460,Dog,Stray,Intact,Transferred,2013,October,1.0
Austin,A664461,Dog,Stray,Intact,Adopted,2013,October,6.0
Austin,A664462,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664463,Dog,Stray,Intact,Adopted,2013,October,8.0
Austin,A664464,Dog,Stray,Intact,Transferred,2013,October,6.0
Austin,A664467,Dog,Stray,Intact,Transferred,2013,October,7.0
Austin,A664468,Dog,Stray,Intact,Adopted,2013,October,151.0
Austin,A664471,Dog,Stray,Intact,Adopted,2013,October,89.0
Austin,A664472,Dog,Stray,Intact,Adopted,2013,October,176.0
Austin,A664473,Cat,Stray,Sterilized,Transferred,2013,October,7.0
Austin,A664474,Cat,Stray,Intact,Adopted,2013,October,96.0
Austin,A664475,Dog,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664481,Dog,Owner Surrender,Intact,Adopted,2013,October,2.0
Austin,A664482,Dog,Owner Surrender,Intact,Adopted,2013,October,1.0
Austin,A664483,Dog,Owner Surrender,Intact,Adopted,2013,October,1.0
Austin,A664484,Dog,Owner Surrender,Intact,Adopted,2013,October,2.0
Austin,A664485,Cat,Stray,Intact,Transferred,2013,October,5.0
Austin,A664486,Cat,Stray,Intact,Transferred,2013,October,5.0
Austin,A664487,Cat,Stray,Intact,Transferred,2013,October,5.0
Austin,A664623,Dog,Stray,Intact,Adopted,2013,October,25.0
Austin,A664493,Dog,Stray,Intact,Adopted,2013,October,32.0
Austin,A664492,Dog,Stray,Intact,Adopted,2013,October,31.0
Austin,A664490,Dog,Stray,Intact,Adopted,2013,October,27.0
Austin,A664489,Dog,Stray,Intact,Adopted,2013,October,40.0
Austin,A664491,Dog,Stray,Intact,Other,2013,October,6.0
Austin,A632333,Dog,Stray,Sterilized,Adopted,2013,October,5.0
Austin,A664498,Dog,Stray,Intact,Adopted,2013,October,40.0
Austin,A664494,Cat,Stray,Sterilized,Adopted,2013,October,8.0
Austin,A653571,Dog,Owner Surrender,Sterilized,Adopted,2013,October,6.0
Austin,A664499,Dog,Stray,Intact,Transferred,2013,October,11.0
Austin,A664496,Dog,Stray,Intact,Transferred,2013,October,16.0
Austin,A664497,Dog,Stray,Intact,Transferred,2013,October,11.0
Austin,A664501,Cat,Stray,Intact,Adopted,2013,October,6.0
Austin,A664502,Cat,Stray,Intact,Adopted,2013,October,9.0
Austin,A664503,Cat,Stray,Intact,Adopted,2013,October,6.0
Austin,A664504,Dog,Stray,Sterilized,Transferred,2013,October,5.0
Austin,A664507,Dog,Stray,Intact,Transferred,2013,October,5.0
Austin,A664506,Dog,Stray,Sterilized,Returned to Owner,2013,October,1.0
Austin,A664509,Dog,Stray,Intact,Adopted,2013,October,35.0
Austin,A663123,Dog,Stray,Sterilized,Returned to Owner,2013,October,2.0
Austin,A663004,Dog,Owner Surrender,Sterilized,Adopted,2013,October,9.0
Austin,A664510,Cat,Stray,Intact,Adopted,2013,October,12.0
Austin,A664511,Dog,Stray,Intact,Adopted,2013,October,10.0
Austin,A664513,Cat,Stray,Intact,Adopted,2013,October,21.0
Austin,A664514,Cat,Owner Surrender,Intact,Adopted,2013,October,9.0
Austin,A664515,Cat,Owner Surrender,Intact,Adopted,2013,October,9.0
Austin,A664516,Cat,Owner Surrender,Intact,Transferred,2013,October,64.0
Austin,A664517,Cat,Owner Surrender,Intact,Transferred,2013,October,64.0
Austin,A664519,Dog,Stray,Intact,Euthanized,2013,October,5.0
Austin,A664521,Dog,Stray,Sterilized,Transferred,2013,October,94.0
Austin,A664522,Dog,Stray,Intact,Transferred,2013,October,24.0
Austin,A651690,Dog,Stray,Sterilized,Transferred,2013,October,4.0
Austin,A664524,Dog,Stray,Intact,Adopted,2013,October,8.0
Austin,A664529,Cat,Stray,Sterilized,Adopted,2013,October,10.0
Austin,A664528,Dog,Stray,Intact,Adopted,2013,October,4.0
Austin,A664605,Dog,Public Assist,Sterilized,Returned to Owner,2013,October,11.0
Austin,A664536,Cat,Stray,Sterilized,Adopted,2013,October,128.0
Austin,A664537,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664538,Dog,Stray,Intact,Adopted,2013,October,8.0
Austin,A664539,Dog,Stray,Intact,Adopted,2013,October,4.0
Austin,A664540,Dog,Stray,Intact,Returned to Owner,2013,October,3.0
Austin,A664541,Cat,Stray,Intact,Adopted,2013,October,42.0
Austin,A664542,Cat,Stray,Intact,Adopted,2013,October,42.0
Austin,A664544,Cat,Stray,Intact,Adopted,2013,October,48.0
Austin,A664545,Cat,Stray,Intact,Adopted,2013,October,39.0
Austin,A664546,Cat,Stray,Intact,Transferred,2013,October,18.0
Austin,A664547,Cat,Owner Surrender,Intact,Transferred,2013,October,1.0
Austin,A664548,Cat,Owner Surrender,Intact,Transferred,2013,October,1.0
Austin,A664549,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664558,Dog,Stray,Intact,Transferred,2013,October,37.0
Austin,A633952,Dog,Owner Surrender,Sterilized,Returned to Owner,2013,October,1.0
Austin,A654782,Dog,Owner Surrender,Sterilized,Adopted,2013,October,4.0
Austin,A664559,Dog,Stray,Intact,Adopted,2013,October,20.0
Austin,A635201,Cat,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664561,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A663864,Dog,Owner Surrender,Sterilized,Returned to Owner,2013,October,3.0
Austin,A664371,Dog,Public Assist,Intact,Returned to Owner,2013,October,7.0
Austin,A664369,Dog,Public Assist,Intact,Returned to Owner,2013,October,7.0
Austin,A657774,Dog,Stray,Sterilized,Returned to Owner,2013,October,4.0
Austin,A664563,Dog,Stray,Sterilized,Transferred,2013,October,14.0
Austin,A664566,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664565,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664564,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664571,Cat,Owner Surrender,Sterilized,Adopted,2013,October,5.0
Austin,A664573,Cat,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A664574,Cat,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A664575,Cat,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A664576,Cat,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A664577,Cat,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A549167,Dog,Owner Surrender,Sterilized,Adopted,2013,October,22.0
Austin,A549989,Cat,Owner Surrender,Sterilized,Adopted,2013,October,7.0
Austin,A664572,Dog,Stray,Sterilized,Transferred,2013,October,3.0
Austin,A664587,Dog,Owner Surrender,Intact,Adopted,2013,October,2.0
Austin,A664589,Dog,Owner Surrender,Intact,Adopted,2013,October,2.0
Austin,A664590,Dog,Owner Surrender,Intact,Adopted,2013,October,2.0
Austin,A664578,Dog,Stray,Intact,Adopted,2013,October,59.0
Austin,A664584,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664585,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664586,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664583,Cat,Stray,Unknown,Transferred,2013,October,2.0
Austin,A664582,Cat,Stray,Unknown,Transferred,2013,October,2.0
Austin,A664557,Dog,Stray,Intact,Adopted,2013,October,53.0
Austin,A664550,Dog,Stray,Intact,Adopted,2013,October,55.0
Austin,A664551,Dog,Stray,Intact,Adopted,2013,October,58.0
Austin,A664552,Dog,Stray,Intact,Adopted,2013,October,58.0
Austin,A664553,Dog,Stray,Intact,Adopted,2013,October,53.0
Austin,A664554,Dog,Stray,Intact,Adopted,2013,October,53.0
Austin,A664555,Dog,Stray,Intact,Adopted,2013,October,53.0
Austin,A664556,Dog,Stray,Intact,Adopted,2013,October,53.0
Austin,A664593,Dog,Stray,Sterilized,Adopted,2013,October,3.0
Austin,A664595,Dog,Stray,Intact,Transferred,2013,October,4.0
Austin,A664596,Dog,Owner Surrender,Intact,Adopted,2013,October,4.0
Austin,A664597,Dog,Stray,Intact,Transferred,2013,October,5.0
Austin,A664598,Dog,Stray,Intact,Adopted,2013,October,132.0
Austin,A664599,Dog,Stray,Intact,Returned to Owner,2013,October,1.0
Austin,A664600,Dog,Stray,Intact,Returned to Owner,2013,October,1.0
Austin,A664601,Cat,Stray,Sterilized,Transferred,2013,October,0.0
Austin,A632969,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664602,Dog,Stray,Intact,Returned to Owner,2013,October,2.0
Austin,A349334,Dog,Public Assist,Sterilized,Returned to Owner,2013,October,10.0
Austin,A664606,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664608,Dog,Public Assist,Intact,Euthanized,2013,October,22.0
Austin,A663572,Dog,Owner Surrender,Sterilized,Transferred,2013,October,4.0
Austin,A663649,Dog,Owner Surrender,Sterilized,Adopted,2013,October,7.0
Austin,A664609,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664611,Dog,Stray,Sterilized,Returned to Owner,2013,October,1.0
Austin,A256412,Dog,Stray,Intact,Returned to Owner,2013,October,0.0
Austin,A664612,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664613,Dog,Stray,Intact,Transferred,2013,October,8.0
Austin,A529890,Dog,Other,Intact,Euthanized,2013,October,0.0
Austin,A664616,Dog,Owner Surrender,Intact,Transferred,2013,October,4.0
Austin,A664618,Dog,Owner Surrender,Intact,Adopted,2013,October,4.0
Austin,A664619,Dog,Owner Surrender,Intact,Adopted,2013,October,2.0
Austin,A637539,Cat,Owner Surrender,Sterilized,Other,2013,October,405.0
Austin,A664621,Dog,Stray,Intact,Adopted,2013,October,20.0
Austin,A664626,Cat,Stray,Intact,Transferred,2013,October,1.0
Austin,A664624,Dog,Stray,Intact,Adopted,2013,October,32.0
Austin,A664625,Dog,Public Assist,Intact,Returned to Owner,2013,October,0.0
Austin,A664627,Dog,Stray,Intact,Transferred,2013,October,51.0
Austin,A664629,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664628,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664631,Dog,Stray,Intact,Returned to Owner,2013,October,0.0
Austin,A641222,Cat,Stray,Sterilized,Adopted,2013,October,26.0
Austin,A652729,Dog,Owner Surrender,Sterilized,Transferred,2013,October,2.0
Austin,A664634,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664635,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664637,Dog,Stray,Intact,Transferred,2013,October,3.0
Austin,A664638,Cat,Stray,Intact,Transferred,2013,October,3.0
Austin,A664644,Cat,Stray,Intact,Adopted,2013,October,7.0
Austin,A664643,Cat,Stray,Intact,Adopted,2013,October,7.0
Austin,A664641,Cat,Stray,Intact,Transferred,2013,October,0.0
Austin,A664646,Dog,Stray,Sterilized,Returned to Owner,2013,October,2.0
Austin,A664653,Dog,Stray,Intact,Transferred,2013,October,123.0
Austin,A664622,Dog,Public Assist,Intact,Returned to Owner,2013,October,7.0
Austin,A664656,Dog,Stray,Sterilized,Adopted,2013,October,5.0
Austin,A563450,Dog,Stray,Sterilized,Adopted,2013,October,6.0
Austin,A595590,Dog,Stray,Sterilized,Adopted,2013,October,90.0
Austin,A664658,Cat,Stray,Intact,Adopted,2013,October,26.0
Austin,A664659,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664661,Cat,Stray,Intact,Adopted,2013,October,6.0
Austin,A664660,Cat,Stray,Intact,Adopted,2013,October,6.0
Austin,A664662,Dog,Stray,Intact,Adopted,2013,October,6.0
Austin,A664663,Dog,Stray,Intact,Adopted,2013,October,18.0
Austin,A664666,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664665,Cat,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664667,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664668,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A657415,Dog,Public Assist,Sterilized,Returned to Owner,2013,October,8.0
Austin,A664669,Dog,Stray,Intact,Adopted,2013,October,30.0
Austin,A664672,Dog,Public Assist,Intact,Returned to Owner,2013,October,12.0
Austin,A652358,Dog,Owner Surrender,Sterilized,Euthanized,2013,October,0.0
Austin,A646163,Dog,Owner Surrender,Sterilized,Transferred,2013,October,2.0
Austin,A664677,Cat,Stray,Unknown,Transferred,2013,October,0.0
Austin,A664683,Cat,Stray,Intact,Euthanized,2013,October,1.0
Austin,A664688,Dog,Owner Surrender,Intact,Adopted,2013,October,41.0
Austin,A664690,Dog,Stray,Intact,Adopted,2013,October,43.0
Austin,A664692,Cat,Owner Surrender,Sterilized,Transferred,2013,October,19.0
Austin,A664695,Dog,Stray,Intact,Adopted,2013,October,24.0
Austin,A664697,Dog,Stray,Intact,Adopted,2013,October,16.0
Austin,A664708,Cat,Stray,Intact,Adopted,2013,October,4.0
Austin,A664711,Cat,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664712,Dog,Stray,Unknown,Euthanized,2013,October,0.0
Austin,A664710,Dog,Stray,Intact,Adopted,2013,October,4.0
Austin,A664714,Dog,Stray,Intact,Euthanized,2013,October,17.0
Austin,A664715,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664716,Dog,Stray,Sterilized,Euthanized,2013,October,22.0
Austin,A664718,Dog,Stray,Intact,Adopted,2013,October,10.0
Austin,A664427,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A653370,Dog,Stray,Intact,Transferred,2013,October,21.0
Austin,A664719,Dog,Stray,Intact,Adopted,2013,October,12.0
Austin,A664720,Dog,Owner Surrender,Intact,Adopted,2013,October,81.0
Austin,A664722,Cat,Stray,Sterilized,Adopted,2013,October,42.0
Austin,A659894,Dog,Stray,Sterilized,Returned to Owner,2013,October,2.0
Austin,A664723,Cat,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664681,Dog,Public Assist,Intact,Returned to Owner,2013,October,12.0
Austin,A662830,Dog,Owner Surrender,Sterilized,Transferred,2013,October,1.0
Austin,A664725,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664726,Cat,Stray,Intact,Transferred,2013,October,2.0
Austin,A664729,Dog,Stray,Intact,Transferred,2013,October,5.0
Austin,A658013,Dog,Owner Surrender,Sterilized,Euthanized,2013,October,16.0
Austin,A664097,Dog,Owner Surrender,Intact,Transferred,2013,October,2.0
Austin,A664730,Dog,Owner Surrender,Intact,Transferred,2013,October,43.0
Austin,A664732,Cat,Owner Surrender,Intact,Adopted,2013,October,26.0
Austin,A664733,Cat,Owner Surrender,Intact,Transferred,2013,October,1.0
Austin,A664734,Cat,Owner Surrender,Intact,Transferred,2013,October,1.0
Austin,A664735,Cat,Owner Surrender,Intact,Transferred,2013,October,2.0
Austin,A664736,Cat,Owner Surrender,Intact,Transferred,2013,October,2.0
Austin,A664737,Dog,Stray,Intact,Adopted,2013,October,76.0
Austin,A664738,Dog,Stray,Intact,Adopted,2013,October,46.0
Austin,A664740,Cat,Stray,Intact,Euthanized,2013,October,0.0
Austin,A664742,Dog,Stray,Intact,Returned to Owner,2013,October,3.0
Austin,A664702,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A645599,Dog,Stray,Sterilized,Returned to Owner,2013,October,0.0
Austin,A664743,Dog,Stray,Intact,Adopted,2013,October,56.0
Austin,A604955,Dog,Stray,Sterilized,Returned to Owner,2013,October,3.0
Austin,A664745,Dog,Owner Surrender,Sterilized,Transferred,2013,October,4.0
Austin,A664746,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664747,Dog,Stray,Intact,Adopted,2013,October,5.0
Austin,A664748,Cat,Owner Surrender,Intact,Adopted,2013,October,28.0
Austin,A664749,Cat,Owner Surrender,Intact,Adopted,2013,October,26.0
Austin,A664750,Cat,Owner Surrender,Intact,Adopted,2013,October,28.0
Austin,A664751,Cat,Owner Surrender,Intact,Adopted,2013,October,28.0
Austin,A664752,Cat,Owner Surrender,Intact,Transferred,2013,October,34.0
Austin,A664753,Cat,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A664754,Cat,Owner Surrender,Intact,Adopted,2013,October,5.0
Austin,A664756,Dog,Stray,Sterilized,Adopted,2013,October,5.0
Austin,A664757,Dog,Stray,Sterilized,Transferred,2013,October,15.0
Austin,A664761,Cat,Stray,Intact,Adopted,2013,October,7.0
Austin,A664758,Cat,Stray,Intact,Transferred,2013,October,14.0
Austin,A664760,Cat,Stray,Intact,Adopted,2013,October,7.0
